1, "t_1s", 2.1743084, 9.682900404e-05, 1.9, 2.5
2, "t_1v", 2.80739161, 6.341082177e-05, 2.1, 2.65
3, "t_2s", 2.1865088, 3.931498325e-05, 2.01, 2.5
4, "t_2v", 2.3514133, 0.0002441440546, 1.8, 2.95
5, "f_Om", -0.199131, 5.780520208e-05, -1.01, 0.5
6, "f_Ph", -0.721761, 1.776624686e-05, -1.01, 0.01
7, "f_Om1", 0.566131, 1.010060273e-05, 0.1, 1.01
8, "f_Ph1", -0.088545, 1.509311393e-05, -0.2, 0.01
9, "f_Rh", -0.078886, 0.0001870932161, -0.5, 0.01
10, "f_Om_T", 1.036196, 4.488905756e-05, 0.1, 1.7
11, "f_Ph_T", -0.422783, 1.646142395e-05, -1.7, 0.01
12, "f_Om1_T", 0.090154, 1.735984801e-05, -0.25, 0.25
